arm,seed,hash,occupancy,realized_grazing_pressure,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
mortality-off,84,12656067084211146093,0.57891864,0.001312666,48,false,false,139,103,166,186,11,0.50000006,0.54157794,0.041577876,0.5,0.507598,0.007597983,0.5,0.50989056,0.009890556,0.5,0.37043265,-0.12956735,0.49999997,0.48212197,-0.017877996,0.5,0.6047443,0.104744315,0.50000006,0.582761,0.08276093,0.5,0.5083904,0.008390427,0.5,0.4755466,-0.024453402,0.5,0.40997925,-0.090020746,0.49999997,0.50225645,0.0022564828
base,85,8862227792583726705,0.4856647,0.0018398438,48,false,false,153,117,133,609,18,0.50000006,0.47133866,-0.0286614,0.5,0.38212758,-0.11787242,0.5,0.44623503,-0.05376497,0.5,0.50845784,0.0084578395,0.49999997,0.55997866,0.059978694,0.5,0.72475576,0.22475576,0.50000006,0.5383885,0.03838843,0.5,0.3513672,-0.1486328,0.5,0.404623,-0.095377,0.5,0.47007465,-0.029925346,0.49999997,0.58451736,0.08451739
seedprod-on,85,10950887657518930289,0.48864087,0.0017839978,48,false,false,156,120,123,638,23,0.50000006,0.50513,0.0051299334,0.5,0.36427826,-0.13572174,0.5,0.47115043,-0.028849572,0.5,0.5037937,0.0037937164,0.49999997,0.57464075,0.07464078,0.5,0.7993003,0.2993003,0.50000006,0.5055362,0.005536139,0.5,0.36530668,-0.13469332,0.5,0.4327276,-0.067272395,0.5,0.49349332,-0.0065066814,0.49999997,0.55977637,0.059776396
contest-on,85,476649660844074434,0.38010913,0.0022887741,48,false,false,155,119,122,456,16,0.50000006,0.4528501,-0.047149956,0.5,0.45265043,-0.047349572,0.5,0.42826274,-0.07173726,0.5,0.48275757,-0.017242432,0.49999997,0.604065,0.10406503,0.5,0.7218372,0.22183722,0.50000006,0.4982405,-0.0017595589,0.5,0.3857534,-0.11424661,0.5,0.41842508,-0.08157492,0.5,0.47019446,-0.029805541,0.49999997,0.5658826,0.06588265
mortality-off,85,14404723539520040207,0.61875,0.0013218903,48,false,false,155,119,168,182,11,0.50000006,0.47615588,-0.023844182,0.5,0.38672423,-0.11327577,0.5,0.42375124,-0.076248765,0.5,0.53029084,0.030290842,0.49999997,0.5747886,0.0747886,0.5,0.6924573,0.19245732,0.50000006,0.5381018,0.038101733,0.5,0.38093552,-0.11906448,0.5,0.41729817,-0.08270183,0.5,0.49577117,-0.0042288303,0.49999997,0.5732084,0.07320842
base,86,7763106198158831950,0.36279762,0.00026525848,0,true,false,38,50,110,496,18,0.50000006,0.6509267,0.15092665,0.5,0.3270685,-0.17293149,0.5,0.3727618,-0.12723821,0.5,0.44156379,-0.058436215,0.49999997,0.5197927,0.019792706,0.5,0.6481258,0.14812583,0.50000006,0.66567695,0.16567689,0.5,0.4032033,-0.09679669,0.5,0.46348155,-0.036518455,0.5,0.4686492,-0.03135079,0.49999997,0.56966555,0.06966558
seedprod-on,86,111997164777348585,0.3703869,0.00024819325,0,true,false,38,50,111,508,19,0.50000006,0.74601996,0.2460199,0.5,0.29193294,-0.20806706,0.5,0.32431003,-0.17568997,0.5,0.4585866,-0.041413397,0.49999997,0.5400338,0.040033847,0.5,0.7306448,0.23064482,0.50000006,0.6904503,0.19045025,0.5,0.34284404,-0.15715596,0.5,0.43266708,-0.06733292,0.5,0.45363146,-0.04636854,0.49999997,0.62770915,0.12770918
contest-on,86,5968999036212694206,0.365625,0.0021531614,47,false,false,168,133,116,431,15,0.50000006,0.42495131,-0.075048745,0.5,0.32393688,-0.17606312,0.5,0.42995584,-0.07004416,0.5,0.45755833,-0.042441666,0.49999997,0.57338613,0.07338616,0.5,0.7187321,0.21873212,0.50000006,0.3533716,-0.14662847,0.5,0.3849118,-0.115088195,0.5,0.4488636,-0.051136404,0.5,0.6085602,0.108560205,0.49999997,0.67950994,0.17950997
mortality-off,86,5878996958296194874,0.528125,0.0012290044,48,false,false,165,129,161,169,17,0.50000006,0.6128171,0.11281705,0.5,0.39567116,-0.10432884,0.5,0.4195644,-0.080435604,0.5,0.4441917,-0.055808306,0.49999997,0.51363987,0.013639897,0.5,0.57559055,0.07559055,0.50000006,0.64205295,0.14205289,0.5,0.4365058,-0.063494205,0.5,0.48453552,-0.015464485,0.5,0.44132507,-0.05867493,0.49999997,0.5332326,0.03323266
base,87,16342212898630773329,0.42609128,0.0022783626,48,false,false,158,122,130,578,20,0.50000006,0.57310283,0.07310277,0.5,0.317359,-0.182641,0.5,0.33099243,-0.16900757,0.5,0.53186834,0.03186834,0.49999997,0.6431259,0.14312592,0.5,0.7681445,0.2681445,0.50000006,0.4629774,-0.03702265,0.5,0.44822663,-0.05177337,0.5,0.44858596,-0.051414043,0.5,0.6124587,0.112458706,0.49999997,0.5209869,0.020986944
seedprod-on,87,14920295396528798594,0.38085318,0.0026745507,48,false,false,154,118,116,504,20,0.50000006,0.49496236,-0.005037695,0.5,0.3092367,-0.1907633,0.5,0.40832308,-0.09167692,0.5,0.54013246,0.040132463,0.49999997,0.61851925,0.11851928,0.5,0.6807747,0.18077469,0.50000006,0.40522394,-0.094776124,0.5,0.45087114,-0.04912886,0.5,0.46140283,-0.038597167,0.5,0.5158668,0.015866816,0.49999997,0.53196245,0.031962484
contest-on,87,13375605596426273360,0.076438494,0.006122233,0,true,false,108,120,18,87,15,0.50000006,0.6159038,0.115903735,0.5,0.6561216,0.15612161,0.5,0.33264813,-0.16735187,0.5,0.37087968,-0.12912032,0.49999997,0.3730004,-0.12699956,0.5,0.54431415,0.044314146,0.50000006,0.703145,0.20314497,0.5,0.6263178,0.1263178,0.5,0.31791085,-0.18208915,0.5,0.3654189,-0.13458109,0.49999997,0.41763008,-0.082369894
mortality-off,87,8264638054610210341,0.55798614,0.0015428547,47,false,false,142,107,163,171,15,0.50000006,0.5947438,0.09474373,0.5,0.3862654,-0.1137346,0.5,0.43772092,-0.062279075,0.5,0.52228993,0.022289932,0.49999997,0.5950275,0.095027536,0.5,0.58949924,0.089499235,0.50000006,0.5698452,0.06984514,0.5,0.39359152,-0.10640848,0.5,0.46561545,-0.03438455,0.5,0.5290265,0.029026508,0.49999997,0.5432373,0.04323736
base,88,9911114865957037142,0.24404761,0.00042407544,0,true,false,37,49,116,306,14,0.50000006,0.35769773,-0.14230233,0.5,0.33686185,-0.16313815,0.5,0.42200354,-0.07799646,0.5,0.5956173,0.095617294,0.49999997,0.6976216,0.19762161,0.5,0.67709297,0.17709297,0.50000006,0.24507011,-0.25492996,0.5,0.44227278,-0.057727218,0.5,0.49375698,-0.0062430203,0.5,0.59178275,0.09178275,0.49999997,0.5970813,0.09708133
seedprod-on,88,8992313874349065572,0.21711309,0.00047338166,0,true,false,37,49,113,285,15,0.50000006,0.39081183,-0.10918823,0.5,0.30420202,-0.19579798,0.5,0.44179106,-0.058208942,0.5,0.5234554,0.023455381,0.49999997,0.67330366,0.1733037,0.5,0.6927162,0.19271618,0.50000006,0.26089147,-0.23910859,0.5,0.44899333,-0.051006675,0.5,0.5300218,0.030021787,0.5,0.6124353,0.11243528,0.49999997,0.541954,0.04195401
contest-on,88,8126798380698896809,0.190625,0.000531362,0,true,false,37,49,90,223,15,0.50000006,0.35240844,-0.14759162,0.5,0.40932497,-0.090675026,0.5,0.46414343,-0.035856575,0.5,0.49593154,-0.004068464,0.49999997,0.6104216,0.11042163,0.5,0.7160453,0.21604532,0.50000006,0.1567909,-0.34320915,0.5,0.4901296,-0.00987041,0.5,0.58059335,0.08059335,0.5,0.61641026,0.116410255,0.49999997,0.54698455,0.046984583
mortality-off,88,10750013960734579947,0.5754464,0.0013757888,48,false,false,140,104,168,179,14,0.50000006,0.5297067,0.029706657,0.5,0.47457844,-0.02542156,0.5,0.41144854,-0.08855146,0.5,0.43543157,-0.06456843,0.49999997,0.50512815,0.005128175,0.5,0.5775878,0.07758778,0.50000006,0.50326186,0.0032618046,0.5,0.52825695,0.028256953,0.5,0.46610075,-0.033899248,0.5,0.45059258,-0.049407423,0.49999997,0.4683009,-0.03169906
base,89,6858698019378157871,0.43993056,0.0023542647,48,false,false,159,123,121,577,18,0.50000006,0.49749324,-0.0025068223,0.5,0.33346316,-0.16653684,0.5,0.39797726,-0.10202274,0.5,0.5024409,0.0024409294,0.49999997,0.5744583,0.07445833,0.5,0.686122,0.186122,0.50000006,0.4428314,-0.057168663,0.5,0.46101403,-0.038985968,0.5,0.44920138,-0.050798625,0.5,0.44506952,-0.05493048,0.49999997,0.5512802,0.05128023
seedprod-on,89,9148332944389553073,0.45813492,0.0023613772,47,false,false,156,121,132,598,19,0.50000006,0.5167536,0.016753554,0.5,0.37493867,-0.12506133,0.5,0.43833113,-0.061668873,0.5,0.46943653,-0.030563474,0.49999997,0.543134,0.043134004,0.5,0.683795,0.18379498,0.50000006,0.50396323,0.0039631724,0.5,0.4715047,-0.028495312,0.5,0.41390768,-0.08609232,0.5,0.43919766,-0.06080234,0.49999997,0.5180422,0.018042237
contest-on,89,4671055966785926147,0.2657242,0.0038343535,47,false,false,152,117,89,369,18,0.50000006,0.74413496,0.2441349,0.5,0.18741477,-0.31258523,0.5,0.43889305,-0.06110695,0.5,0.47234246,-0.027657539,0.49999997,0.55177146,0.05177149,0.5,0.67256385,0.17256385,0.50000006,0.6827268,0.18272674,0.5,0.40292192,-0.097078085,0.5,0.3066798,-0.19332021,0.5,0.5004404,0.00044041872,0.49999997,0.5542591,0.05425915
mortality-off,89,6239606399390600592,0.5899802,0.0015036284,48,false,false,158,122,167,178,14,0.50000006,0.53898126,0.0389812,0.5,0.35188788,-0.14811212,0.5,0.42438775,-0.07561225,0.5,0.5091852,0.009185195,0.49999997,0.5817675,0.08176753,0.5,0.62981874,0.12981874,0.50000006,0.5011424,0.001142323,0.5,0.4645294,-0.035470605,0.5,0.4219658,-0.07803419,0.5,0.45968086,-0.040319145,0.49999997,0.5583824,0.05838242
base,90,13139012730626996663,0.40049604,0.0026787668,48,false,false,146,110,127,531,20,0.50000006,0.6190243,0.11902422,0.5,0.6155618,0.11556178,0.5,0.32564402,-0.17435598,0.5,0.3748133,-0.12518671,0.49999997,0.5394973,0.039497346,0.5,0.6612412,0.16124117,0.50000006,0.6054304,0.105430365,0.5,0.58293796,0.082937956,0.5,0.4188641,-0.0811359,0.5,0.4129919,-0.08700809,0.49999997,0.39999968,-0.10000029
seedprod-on,90,9095527259181322322,0.20545635,0.0035879505,48,false,false,159,123,79,250,18,0.50000006,0.53137696,0.0313769,0.5,0.6105836,0.1105836,0.5,0.52238286,0.022382855,0.5,0.38484803,-0.11515197,0.49999997,0.45413178,-0.04586819,0.5,0.57352144,0.073521435,0.50000006,0.56155914,0.06155908,0.5,0.63109654,0.13109654,0.5,0.5917142,0.0917142,0.5,0.34160602,-0.15839398,0.49999997,0.3113747,-0.18862528
contest-on,90,4252788369714997101,0.3315972,0.0032417846,48,false,false,144,108,101,412,15,0.50000006,0.48915508,-0.010844976,0.5,0.43922627,-0.06077373,0.5,0.3991899,-0.10081011,0.5,0.4374767,-0.062523305,0.49999997,0.52565974,0.02565977,0.5,0.69899994,0.19899994,0.50000006,0.5221428,0.022142768,0.5,0.41670212,-0.08329788,0.5,0.4785932,-0.0214068,0.5,0.40814322,-0.09185678,0.49999997,0.49574292,-0.004257053
mortality-off,90,15933352543707390446,0.5864583,0.0013847882,48,false,false,136,100,167,174,13,0.50000006,0.6170996,0.11709952,0.5,0.48806643,-0.011933565,0.5,0.38747293,-0.11252707,0.5,0.41258997,-0.08741003,0.49999997,0.5180856,0.018085629,0.5,0.59186167,0.091861665,0.50000006,0.6607171,0.16071707,0.5,0.4687997,-0.03120029,0.5,0.41777477,-0.08222523,0.5,0.40239862,-0.097601384,0.49999997,0.49043402,-0.009565949
base,91,8007510181802119748,0.22921628,0.0041080196,48,false,false,184,148,100,304,18,0.50000006,0.59406,0.094059944,0.5,0.35010472,-0.14989528,0.5,0.45558277,-0.044417232,0.5,0.3418913,-0.15810871,0.49999997,0.5364711,0.03647116,0.5,0.636692,0.13669199,0.50000006,0.6611159,0.16111583,0.5,0.31960657,-0.18039343,0.5,0.5243186,0.024318576,0.5,0.49643993,-0.0035600662,0.49999997,0.5642689,0.06426892
seedprod-on,91,16167913553388016628,0.23541667,0.0035113222,48,false,false,176,140,95,306,16,0.50000006,0.5838603,0.08386022,0.5,0.48879567,-0.011204332,0.5,0.5960502,0.0960502,0.5,0.33501166,-0.16498834,0.49999997,0.45897204,-0.041027933,0.5,0.62933475,0.12933475,0.50000006,0.62369895,0.12369889,0.5,0.43989077,-0.060109228,0.5,0.5904226,0.09042257,0.5,0.49413782,-0.0058621764,0.49999997,0.4990239,-0.00097605586
contest-on,91,10750078424314288876,0.33333334,0.0024942057,48,false,false,168,132,124,396,18,0.50000006,0.3594568,-0.14054325,0.5,0.35095116,-0.14904884,0.5,0.45495474,-0.045045257,0.5,0.47650284,-0.023497164,0.49999997,0.62666583,0.12666586,0.5,0.75414616,0.25414616,0.50000006,0.42260125,-0.07739881,0.5,0.3132346,-0.1867654,0.5,0.45593098,-0.044069022,0.5,0.51366454,0.013664544,0.49999997,0.6490208,0.14902082
mortality-off,91,2102899685912355275,0.54479164,0.0015983038,48,false,false,153,117,168,176,13,0.50000006,0.63382345,0.1338234,0.5,0.3783753,-0.12162471,0.5,0.4959678,-0.0040321946,0.5,0.39309874,-0.10690126,0.49999997,0.5036124,0.003612429,0.5,0.59423244,0.09423244,0.50000006,0.65319425,0.15319419,0.5,0.35221818,-0.14778182,0.5,0.46833834,-0.03166166,0.5,0.47492808,-0.025071919,0.49999997,0.5391675,0.039167553
base,92,15420757877392644145,0.39290676,0.0023367468,48,false,false,161,125,122,521,19,0.50000006,0.48992994,-0.010070115,0.5,0.32362407,-0.17637593,0.5,0.4466928,-0.053307205,0.5,0.54144543,0.041445434,0.49999997,0.5838661,0.08386615,0.5,0.69638085,0.19638085,0.50000006,0.522497,0.022496939,0.5,0.364544,-0.135456,0.5,0.46129078,-0.038709223,0.5,0.50128096,0.0012809634,0.49999997,0.57002914,0.07002917
seedprod-on,92,17460271626826441396,0.4282738,0.0021853491,48,false,false,160,124,120,538,16,0.50000006,0.5398301,0.03983003,0.5,0.49124867,-0.008751333,0.5,0.34974205,-0.15025795,0.5,0.46038333,-0.039616674,0.49999997,0.5239683,0.02396831,0.5,0.66020405,0.16020405,0.50000006,0.5936614,0.09366137,0.5,0.45520648,-0.044793516,0.5,0.35815135,-0.14184865,0.5,0.43805075,-0.061949253,0.49999997,0.55648524,0.056485265
contest-on,92,3406458129441949722,0.24300595,0.0036654887,48,false,false,149,113,119,309,16,0.50000006,0.42920405,-0.07079601,0.5,0.38971198,-0.110288024,0.5,0.416878,-0.083121985,0.5,0.60688746,0.10688746,0.49999997,0.58965963,0.08965966,0.5,0.75881004,0.25881004,0.50000006,0.43749326,-0.062506795,0.5,0.34547967,-0.15452033,0.5,0.44711056,-0.052889436,0.5,0.5833643,0.08336431,0.49999997,0.5478518,0.04785183
mortality-off,92,8183088750194364430,0.63070434,0.0012490706,48,false,false,145,109,165,179,13,0.50000006,0.55716014,0.05716008,0.5,0.5377968,0.037796795,0.5,0.44795018,-0.052049816,0.5,0.4394934,-0.060506612,0.49999997,0.4863652,-0.013634771,0.5,0.59128726,0.091287255,0.50000006,0.57766384,0.07766378,0.5,0.52057004,0.02057004,0.5,0.42067403,-0.079325974,0.5,0.41043854,-0.08956146,0.49999997,0.54557544,0.04557547
base,93,4164709345719217837,0.38065475,0.002637494,48,false,false,143,107,101,506,17,0.50000006,0.59258956,0.0925895,0.5,0.51248544,0.012485445,0.5,0.33014324,-0.16985676,0.5,0.42217568,-0.077824324,0.49999997,0.5481068,0.04810682,0.5,0.67287153,0.17287153,0.50000006,0.58119494,0.08119488,0.5,0.55304474,0.053044736,0.5,0.28763255,-0.21236745,0.5,0.40437967,-0.095620334,0.49999997,0.54554576,0.045545787
seedprod-on,93,15390005288327348649,0.3839782,0.0023287297,48,false,false,155,119,115,496,17,0.50000006,0.5997225,0.099722445,0.5,0.5196303,0.019630313,0.5,0.32989138,-0.17010862,0.5,0.39852163,-0.10147837,0.49999997,0.47516787,-0.0248321,0.5,0.6742418,0.17424178,0.50000006,0.59942204,0.09942198,0.5,0.61315256,0.11315256,0.5,0.32679483,-0.17320517,0.5,0.39497945,-0.10502055,0.49999997,0.52226126,0.022261292
contest-on,93,12066830250829306441,0.31815475,0.0028567226,48,false,false,144,108,126,419,19,0.50000006,0.59814143,0.09814137,0.5,0.48212287,-0.017877132,0.5,0.4312716,-0.06872839,0.5,0.4098141,-0.09018591,0.49999997,0.5685193,0.068519324,0.5,0.7533119,0.25331187,0.50000006,0.6126507,0.11265063,0.5,0.4517235,-0.048276514,0.5,0.35314155,-0.14685845,0.5,0.3881581,-0.11184189,0.49999997,0.50349694,0.0034969747
mortality-off,93,14785591614210868349,0.55084324,0.0014602527,47,false,false,140,105,164,167,14,0.50000006,0.5883241,0.08832407,0.5,0.50747204,0.0074720383,0.5,0.40221348,-0.097786516,0.5,0.38025084,-0.11974916,0.49999997,0.48052782,-0.019472152,0.5,0.5752234,0.07522339,0.50000006,0.5931461,0.093146026,0.5,0.5308603,0.030860305,0.5,0.38610682,-0.11389318,0.5,0.4048549,-0.09514511,0.49999997,0.4917084,-0.008291572
base,94,2291332512653310140,0.31225199,0.0033469363,48,false,false,137,101,109,387,15,0.50000006,0.44199765,-0.058002412,0.5,0.4319669,-0.0680331,0.5,0.5055904,0.0055903792,0.5,0.47804365,-0.021956354,0.49999997,0.53898853,0.03898856,0.5,0.63454807,0.13454807,0.50000006,0.41839594,-0.08160412,0.5,0.36848053,-0.13151947,0.5,0.50086004,0.0008600354,0.5,0.41334775,-0.08665225,0.49999997,0.5463961,0.046396106
seedprod-on,94,11384327808754840533,0.35148808,0.003068074,48,false,false,140,104,112,443,18,0.50000006,0.33063623,-0.16936383,0.5,0.40770215,-0.09229785,0.5,0.49462506,-0.0053749382,0.5,0.5766595,0.0766595,0.49999997,0.52545136,0.025451392,0.5,0.6725686,0.17256862,0.50000006,0.36461076,-0.1353893,0.5,0.2610629,-0.23893711,0.5,0.42324182,-0.076758176,0.5,0.441393,-0.058607012,0.49999997,0.53246117,0.032461196
contest-on,94,13697691312163921745,0.36989087,0.0029414096,48,false,false,141,105,123,422,17,0.50000006,0.31287426,-0.1871258,0.5,0.34274936,-0.15725064,0.5,0.46063238,-0.039367616,0.5,0.5554526,0.055452585,0.49999997,0.572176,0.07217601,0.5,0.6989641,0.19896412,0.50000006,0.3501858,-0.14981425,0.5,0.36811286,-0.13188714,0.5,0.4212786,-0.078721404,0.5,0.55476534,0.054765344,0.49999997,0.6000728,0.10007283
mortality-off,94,16193270187616813760,0.46894842,0.002024367,48,false,false,140,104,153,153,10,0.50000006,0.52557683,0.02557677,0.5,0.45916116,-0.040838838,0.5,0.535895,0.03589499,0.5,0.44563916,-0.054360837,0.49999997,0.44754443,-0.052455544,0.5,0.5415941,0.041594088,0.50000006,0.49191928,-0.0080807805,0.5,0.41541076,-0.08458924,0.5,0.50750166,0.007501662,0.5,0.4225977,-0.07740229,0.49999997,0.44378138,-0.056218594
base,95,14790783685870967849,0.33184525,0.0025406112,48,false,false,149,113,115,415,18,0.50000006,0.48079056,-0.019209504,0.5,0.56309664,0.06309664,0.5,0.4594727,-0.040527314,0.5,0.43686152,-0.063138485,0.49999997,0.43282232,-0.06717765,0.5,0.59894836,0.09894836,0.50000006,0.5852584,0.085258365,0.5,0.59125346,0.09125346,0.5,0.5134194,0.01341939,0.5,0.40798813,-0.09201187,0.49999997,0.53318983,0.033189863
seedprod-on,95,5249654153238051847,0.34007937,0.0021702345,48,false,false,161,125,110,433,16,0.50000006,0.60528016,0.1052801,0.5,0.6619044,0.1619044,0.5,0.2966428,-0.20335719,0.5,0.43240786,-0.067592144,0.49999997,0.46598876,-0.034011215,0.5,0.6417241,0.14172411,0.50000006,0.66406596,0.1640659,0.5,0.63890326,0.13890326,0.5,0.37025133,-0.12974867,0.5,0.4051577,-0.094842315,0.49999997,0.46542323,-0.034576744
contest-on,95,4720191345827370324,0.26061508,0.0032499868,47,false,false,165,130,106,344,19,0.50000006,0.5890781,0.08907807,0.5,0.5069896,0.0069895983,0.5,0.34626594,-0.15373406,0.5,0.41742724,-0.08257276,0.49999997,0.45684588,-0.04315409,0.5,0.68336517,0.18336517,0.50000006,0.62771064,0.12771058,0.5,0.5435606,0.043560624,0.5,0.35775968,-0.14224032,0.5,0.38314286,-0.11685714,0.49999997,0.5038852,0.0038852394
mortality-off,95,9876160531097677988,0.5425595,0.0014741882,48,false,false,151,115,168,169,11,0.50000006,0.44768324,-0.052316815,0.5,0.4780896,-0.0219104,0.5,0.54345196,0.043451965,0.5,0.5221704,0.022170424,0.49999997,0.4715177,-0.028482258,0.5,0.59208155,0.09208155,0.50000006,0.46520942,-0.034790635,0.5,0.51363283,0.013632834,0.5,0.54361296,0.043612957,0.5,0.47922903,-0.020770967,0.49999997,0.47272143,-0.027278543
base,96,4400030076941095966,0.44454366,0.0014386821,48,false,false,150,114,127,549,17,0.50000006,0.44463533,-0.055364728,0.5,0.35564092,-0.14435908,0.5,0.38254544,-0.11745456,0.5,0.5259238,0.025923789,0.49999997,0.587775,0.08777502,0.5,0.7072402,0.20724022,0.50000006,0.41315734,-0.086842716,0.5,0.32382265,-0.17617735,0.5,0.43140718,-0.06859282,0.5,0.5268843,0.026884317,0.49999997,0.66371906,0.16371909
seedprod-on,96,8910632672572770331,0.37430555,0.0017377975,48,false,false,151,115,125,469,14,0.50000006,0.4547356,-0.045264453,0.5,0.37178007,-0.12821993,0.5,0.4203895,-0.0796105,0.5,0.57832444,0.07832444,0.49999997,0.5715293,0.07152936,0.5,0.69804734,0.19804734,0.50000006,0.43876818,-0.06123188,0.5,0.32937798,-0.17062202,0.5,0.4453345,-0.054665506,0.5,0.52107143,0.021071434,0.49999997,0.62970376,0.12970379
contest-on,96,4164536106258198788,0.23129961,0.0033743172,48,false,false,167,131,115,282,16,0.50000006,0.3177495,-0.18225056,0.5,0.43516243,-0.064837575,0.5,0.4208154,-0.07918459,0.5,0.66415215,0.16415215,0.49999997,0.5503141,0.05031416,0.5,0.76313156,0.26313156,0.50000006,0.38057482,-0.11942524,0.5,0.41639468,-0.08360532,0.5,0.51055074,0.010550737,0.5,0.47586215,-0.024137855,0.49999997,0.6303218,0.13032183
mortality-off,96,15788123696161941516,0.59126985,0.0013434234,48,false,false,157,121,167,189,19,0.50000006,0.41565424,-0.08434582,0.5,0.40242603,-0.097573966,0.5,0.49357364,-0.006426364,0.5,0.5522172,0.052217185,0.49999997,0.53080714,0.030807167,0.5,0.6885576,0.18855762,0.50000006,0.41315496,-0.0868451,0.5,0.40809,-0.091910005,0.5,0.5362925,0.036292493,0.5,0.525366,0.025366008,0.49999997,0.6576989,0.15769896
base,97,415445179902207603,0.3779266,0.0024033359,48,false,false,160,124,125,505,19,0.50000006,0.5388626,0.038862526,0.5,0.3740497,-0.1259503,0.5,0.3744757,-0.12552431,0.5,0.4828445,-0.017155498,0.49999997,0.50248885,0.0024888813,0.5,0.7114163,0.2114163,0.50000006,0.6074825,0.10748243,0.5,0.34555957,-0.15444043,0.5,0.40271732,-0.09728268,0.5,0.46291828,-0.03708172,0.49999997,0.48724723,-0.012752742
seedprod-on,97,14135169288165908792,0.3406746,0.0028922672,48,false,false,162,126,117,456,19,0.50000006,0.575511,0.07551092,0.5,0.37539613,-0.12460387,0.5,0.34043807,-0.15956193,0.5,0.48416182,-0.015838176,0.49999997,0.49235573,-0.007644236,0.5,0.69512874,0.19512874,0.50000006,0.6209638,0.12096375,0.5,0.36946508,-0.13053492,0.5,0.37365016,-0.12634984,0.5,0.4633321,-0.036667913,0.49999997,0.5360728,0.03607282
contest-on,97,12396760394253895533,0.2609623,0.004012832,48,false,false,154,118,93,322,16,0.50000006,0.44257712,-0.057422936,0.5,0.5354503,0.03545028,0.5,0.3852489,-0.1147511,0.5,0.4654609,-0.034539104,0.49999997,0.48277175,-0.017228216,0.5,0.6580014,0.15800142,0.50000006,0.5122036,0.012203515,0.5,0.5240107,0.024010718,0.5,0.39986718,-0.10013282,0.5,0.42009822,-0.079901785,0.49999997,0.46437758,-0.035622388
mortality-off,97,17451567970786979881,0.50421625,0.0017064656,48,false,false,162,126,155,165,13,0.50000006,0.53493285,0.034932792,0.5,0.37319773,-0.12680227,0.5,0.42077416,-0.07922584,0.5,0.49451312,-0.005486876,0.49999997,0.5125536,0.012553602,0.5,0.62305003,0.123050034,0.50000006,0.5504183,0.050418258,0.5,0.40237364,-0.09762636,0.5,0.40974215,-0.09025785,0.5,0.4827206,-0.017279387,0.49999997,0.53341097,0.033410996
